"","lowgel.baseline-Placebo.baseline","Placebo.baseline-Placebo.postgel"
"6828",0,0
"6829",0,0
"6831",0,0
"6833",0,0
"6834",0,0
"6842",0,-1
"6844",0,0
"6845",0,0
"6847",0,0
"6848",1,-1
"6853",0,0
"6855",0,0
"6859",0,0
"6860",0,0
"6862",0,0
"6863",0,0
"6866",0,0
"6867",0,0
"6868",0,0
"6871",0,0
"6873",0,0
"6876",0,0
"6878",0,0
"6879",0,0
"6882",0,-1
"6883",0,0
"6886",0,0
"6895",0,0
"6898",0,0
"6899",0,0
"6902",0,0
"6907",0,0
"6910",0,0
"6912",0,0
"6914",0,0
"6915",0,0
"6919",0,0
"6920",0,0
"6922",0,0
"6924",-1,1
"6925",-1,1
"6926",-1,1
"6929",0,0
"6937",0,0
"6939",0,-1
"6942",0,1
"6943",0,0
"6955",0,0
"6956",0,0
"6958",0,0
"6959",0,0
"6960",0,-1
"6964",0,0
"6967",0,0
"6969",0,0
"6971",0,0
"6973",0,0
"6976",0,0
"6977",0,0
"6978",0,0
"6979",0,0
"6980",0,0
"6982",0,0
"6983",0,0
"6991",-1,1
"6992",0,1
"6995",0,0
"6996",0,0
"7001",0,-1
"7003",0,0
"7004",0,0
"7005",0,0
"7007",0,0
"7011",-1,0
"7017",0,0
"7020",0,0
"7021",0,0
"7023",0,0
"7024",0,0
"7038",0,0
"7041",0,0
"7044",0,0
"7049",0,0
"7051",0,0
"7053",0,0
"7055",0,0
"7059",0,1
"7062",0,-1
"7063",0,0
"7066",0,0
"7067",0,0
"7068",0,1
"7069",0,1
"7072",0,0
"7073",0,0
"7074",0,0
"7075",0,0
"7077",0,0
"7080",0,-1
"7081",0,-1
"7082",0,-1
"7085",0,0
"7087",0,0
"7089",0,-1
"7097",0,0
"7099",0,0
"7107",0,0
"7111",0,0
"7116",0,0
"7117",0,0
"7118",0,0
"7119",0,0
"7120",0,0
"7121",0,0
"7124",0,0
"7125",0,0
"7126",0,0
"7127",0,0
"7131",0,0
"7132",-1,0
"7133",0,0
"7134",0,0
"7135",0,-1
"7140",0,0
"7145",0,0
"7146",0,0
"7153",0,0
"7154",0,0
"7156",0,0
"7157",0,0
"7158",0,0
"7159",0,0
"7161",0,0
"7162",0,0
"7163",0,0
"7164",0,0
"7167",0,-1
"7169",0,0
"7171",0,0
"7173",0,0
"7174",1,-1
"7176",0,0
"7179",0,0
"7180",0,0
"7189",0,0
"7190",0,0
"7191",0,0
"7192",0,0
"7194",0,0
"7195",0,0
"7197",0,-1
"7201",0,0
"7202",0,0
"7204",0,0
"7209",0,-1
"7217",0,-1
"7231",0,0
"7239",0,-1
"7240",0,0
"7242",0,0
"7244",0,0
"7247",0,0
"7249",0,0
"7252",0,0
"7256",0,0
"7257",0,0
"7260",0,0
"7261",0,0
"7265",0,0
"7268",0,0
"7270",0,0
"7271",0,0
"7272",0,0
"7273",0,0
"7277",0,0
"7279",0,0
"7281",0,-1
"7285",0,1
"7288",0,0
"7290",0,0
"7292",0,0
"7293",0,0
"7294",0,0
"7296",0,0
"7299",0,0
"7301",0,0
"7304",0,0
"7306",0,0
"7307",0,0
"7308",0,0
"7309",0,0
"7310",0,-1
"7312",0,-1
"7313",0,0
"7319",0,0
"7320",0,0
"7321",0,0
"7323",0,0
"7325",0,0
"7327",0,-1
"7331",0,0
"7334",0,0
"7335",0,0
"7336",1,0
"7340",0,-1
"7342",0,0
"7343",0,0
"7345",0,0
"7348",0,0
"7349",-1,1
"7351",0,0
"7354",0,0
"7356",0,0
"7358",0,0
"7359",0,0
"7362",0,0
"7363",0,0
"7364",0,0
"7366",0,0
"7370",0,0
"7374",0,0
"7377",0,-1
"7378",0,1
"7379",0,0
"7380",0,0
"7381",0,0
"7383",0,0
"7388",0,0
"7390",0,0
"7393",0,0
"7395",0,1
"7396",1,-1
"7399",0,0
"7401",0,0
"7406",0,0
"7407",0,0
"7408",0,0
"7409",0,0
"7411",0,0
"7417",0,0
"7426",0,0
"7428",0,0
"7429",0,0
"7433",0,0
"7439",0,0
"7442",0,-1
"7447",0,0
"7448",0,0
"7449",0,1
"7451",0,0
"7452",0,0
"7453",0,0
"7454",0,0
"7456",0,0
"7461",0,0
"7462",0,0
"7463",0,0
"7469",0,0
"7470",0,0
"7473",0,0
"7474",0,0
"7478",0,0
"7479",0,0
"7480",0,0
"7481",0,0
"7484",0,0
"7485",0,0
"7486",0,0
"7488",0,0
"7489",0,1
"7492",0,1
"7493",0,0
"7498",0,0
"7499",0,0
"7500",0,0
"7502",0,0
"7505",0,0
"7507",0,0
"7509",0,0
"7510",0,0
"7511",0,0
"7512",0,0
"7513",0,0
"7514",0,0
"7517",0,0
"7518",0,0
"7519",0,0
"7521",0,0
"7524",0,0
"7526",0,-1
"7527",0,0
"7528",0,0
"7530",0,0
"7533",0,0
"7534",0,0
"7535",0,0
"7537",0,0
"7540",0,0
"7541",0,0
"7542",0,0
"7544",0,0
"7546",0,0
"7549",0,0
"7550",0,0
"7551",0,0
"7553",0,0
"7555",0,0
"7558",0,0
"7560",0,0
"7561",0,0
"7562",0,1
"7563",0,0
"7564",0,0
"7565",0,0
"7568",0,0
"7569",0,0
"7573",0,0
"7575",0,-1
"7576",0,0
"7577",0,-1
"7582",0,0
"7583",0,0
"7584",0,0
"7587",0,0
"7588",0,0
"7592",0,0
"7593",0,0
"7595",0,0
"7598",0,0
"7599",0,0
"7601",0,-1
"7602",0,0
"7607",0,1
"7610",0,1
"7611",0,0
"7615",0,1
"7617",0,1
"7620",0,0
"7621",0,0
"7622",0,1
"7623",0,-1
"7624",0,0
"7631",0,0
"7633",0,0
"7635",0,0
"7636",0,0
"7637",0,0
"7642",0,0
"7643",0,0
"7646",0,0
"7648",0,0
"7649",0,0
"7653",0,0
"7655",0,0
"7659",0,0
"7672",0,0
"7675",0,0
"7678",0,0
"7684",0,-1
"7688",0,0
"7689",0,1
"7690",0,1
"7691",0,0
"7692",0,1
"7694",0,0
"7699",0,1
"7703",0,0
"7705",0,0
"7708",0,0
"7709",0,0
"7712",0,0
"7713",0,0
"7716",0,0
"7718",0,0
"7720",0,0
"7722",0,-1
"7723",0,0
"7724",0,0
"7730",0,0
"7731",0,0
"7732",0,0
"7733",0,0
"7738",0,0
"7741",0,0
"7744",0,0
"7745",0,0
"7747",0,0
"7754",0,0
"7756",0,-1
"7761",0,0
"7764",0,0
"7766",0,0
"7767",0,0
"7768",0,0
"7770",0,0
"7777",0,1
"7781",0,0
"7782",0,0
"7784",0,0
"7785",0,0
"7787",0,0
"7789",0,0
"7791",0,0
"7794",0,0
"7795",0,-1
"7796",0,1
"7799",0,0
"7800",0,0
"7801",0,0
"7803",0,0
"7805",0,0
"7806",0,0
"7807",0,0
"7808",0,0
"7810",0,0
"7813",0,0
"7814",0,0
"7816",0,0
"7819",0,0
"7820",0,0
"7822",0,-1
"7823",0,0
"7824",0,0
"7829",0,0
"7831",0,0
"7835",0,0
"7837",0,0
"7839",0,0
"7840",0,0
"7849",0,0
"7851",0,0
"7852",0,-1
"7854",0,0
"7855",0,0
"7858",0,0
"7859",0,0
"7860",0,0
"7861",0,0
"7863",0,0
"7864",0,0
"7870",0,0
"7872",0,-1
"7873",0,0
"7876",0,0
"7882",0,0
"7883",-1,1
"7884",0,0
"7886",0,0
"7891",0,0
"7894",0,0
"7895",0,0
"7898",0,0
"7899",-1,0
"7901",0,-1
"7906",0,0
"7907",0,0
"7908",0,0
"7909",0,0
"7913",0,0
"7914",0,0
"7915",0,0
"7916",0,0
"7918",0,0
"7920",0,0
"7923",0,0
"7924",0,0
"7925",0,0
"7926",0,0
"7927",0,0
"7930",0,0
"7931",0,0
"7932",0,0
"7933",0,0
"7937",0,0
"7938",0,0
"7939",0,0
"7940",0,0
"7945",0,0
"7946",0,0
"7947",0,0
"7948",0,0
"7949",0,0
"7951",0,0
"7952",0,0
"7953",0,0
"7954",0,0
"7956",0,0
"7958",0,0
"7961",0,1
"7962",0,0
"7963",0,0
"7964",0,0
"7965",0,0
"7967",0,0
"7968",0,0
"7971",0,0
"7972",0,0
"7977",0,-1
"7979",0,0
"7980",0,0
"7981",0,0
"7982",-1,1
"7986",0,0
"7987",0,0
"7989",0,0
"7992",0,0
"7994",0,0
"7999",0,0
"8000",0,0
"8001",0,0
"8002",0,-1
"8003",0,0
"8004",0,0
"8005",0,0
"8007",0,-1
"8008",0,0
"8009",0,0
"8014",0,0
"8016",0,0
"8019",0,0
"8024",0,0
"8026",0,0
"8027",0,0
"8028",0,0
"8029",0,0
"8032",0,0
"8035",0,0
"8036",0,0
"8037",0,0
"8038",0,0
"8039",0,0
"8041",0,0
"8042",0,0
"8043",1,-1
"8044",0,0
"8045",0,0
"8046",0,0
"8048",0,0
"8049",0,0
"8051",0,0
"8052",0,0
"8053",0,0
"8054",0,0
"8057",0,-1
"8058",0,0
"8059",0,0
"8060",0,0
"8061",0,0
"8063",0,0
"8064",0,0
"8065",0,0
"8069",0,-1
"8072",0,0
"8073",0,0
"8074",0,0
"8075",0,0
"8077",1,-1
"8079",0,0
"8080",0,0
"8083",0,-1
"8085",0,0
"8086",0,0
"8087",0,-1
"8090",0,0
"8091",0,0
"8092",0,0
"8093",-1,1
"8095",0,0
"8097",0,0
"8098",0,0
"8099",0,0
"8100",0,0
"8101",0,0
"8102",0,0
"8104",0,0
"8105",0,0
"8107",0,1
"8108",0,0
"8114",0,0
"8117",0,0
"8119",0,1
"8120",0,0
"8121",0,0
"8122",0,0
"8123",0,0
"8125",0,0
"8128",0,-1
"8130",0,0
"8131",0,-1
"8132",0,0
"8136",0,0
"8138",0,0
"8140",0,0
"8141",-1,0
"8142",0,0
"8143",0,0
"8145",0,-1
"8146",0,0
"8149",-1,0
"8150",-1,0
"8151",-1,0
"8152",0,0
"8156",0,0
"8158",0,0
"8161",1,0
"8168",0,0
"8169",0,0
"8170",0,0
"8171",0,0
"8172",0,0
"8173",0,-1
"8176",0,-1
"8179",0,0
"8180",0,0
"8181",0,0
"8182",0,0
"8183",0,0
"8184",0,0
"8186",0,0
"8188",0,0
"8189",0,0
"8190",0,0
"8192",0,0
"8193",0,0
"8194",0,-1
"8196",0,0
"8197",0,0
"8199",0,0
"8200",0,0
"8202",0,0
"8203",0,-1
"8205",0,0
"8206",0,0
"8209",0,0
"8210",0,0
"8212",0,0
"8213",0,0
"8214",0,0
"8215",0,0
"8219",0,0
"8220",0,0
"8221",0,0
"8222",0,0
"8223",0,0
"8228",0,-1
"8233",0,0
"8235",0,-1
"8236",0,0
"8238",0,-1
"8239",0,0
"8240",0,-1
"8245",0,0
"8246",0,0
"8249",0,0
"8258",0,-1
"8261",0,0
"8263",0,0
"8264",-1,1
"8269",0,0
"8271",0,0
"8272",0,0
"8277",0,-1
"8279",0,-1
"8280",0,0
"8281",0,0
"8282",0,0
"8285",0,1
"8294",0,0
"8295",0,0
"8296",0,0
"8307",0,0
"8309",0,0
"8310",0,0
"8311",0,0
"8312",0,0
"8313",0,0
"8315",0,0
"8316",0,-1
"8319",0,0
"8320",0,-1
"8322",0,0
"8323",0,-1
"8327",0,0
"8328",0,1
"8329",0,0
"8334",0,0
"8337",0,0
"8339",0,-1
"8340",0,-1
"8342",0,0
"8345",0,0
"8346",0,0
"8347",0,0
"8348",0,0
"8349",0,0
"8350",0,0
"8353",0,0
"8354",0,0
"8359",0,0
"8361",0,1
"8362",0,0
"8365",0,0
"8367",0,0
"8371",0,0
"8373",0,0
"8377",0,0
"8379",0,0
"8380",0,0
"8381",0,0
"8382",0,0
"8384",0,0
"8385",0,0
"8386",0,0
"8387",0,0
"8388",0,0
"8393",0,0
"8395",0,0
"8396",0,0
"8397",0,0
"8398",0,0
"8399",0,0
"8400",0,0
"8401",0,0
"8402",0,0
"8403",0,0
"8404",0,0
"8407",0,0
"8409",0,-1
"8410",0,0
"8411",0,0
"8412",0,0
"8413",0,0
"8414",0,0
"8415",0,0
"8417",0,0
"8418",0,0
"8419",0,0
"8423",0,0
"8424",0,1
"8425",0,0
"8426",0,0
"8428",0,0
"8430",0,0
"8431",0,0
"8433",0,0
"8434",0,0
"8435",0,0
"8436",0,0
"8437",0,0
"8439",0,0
"8440",0,0
"8441",0,-1
"8442",0,0
"8443",0,0
"8446",0,0
"8447",0,0
"8448",0,-1
"8451",0,0
"8452",0,0
"8453",0,-1
"8455",0,0
"8456",0,0
"8457",0,0
"8458",0,0
"8461",0,0
"8462",0,0
"8465",0,0
"8471",0,0
"8473",0,0
"8474",0,0
"8477",0,0
"8478",0,0
"8482",0,0
"8483",0,0
"8484",0,0
"8485",0,0
"8486",0,0
"8487",0,0
"8494",-1,-1
"8498",0,0
"8596",0,0
"8601",0,0
"8602",0,0
"8607",0,0
"8608",0,1
"8610",0,0
"8611",0,0
"8612",-1,0
"8615",0,0
"8618",0,0
"8622",0,0
"8623",0,0
"8624",0,0
"8626",0,0
"8629",0,0
"8638",0,0
"8639",0,0
"8640",0,0
"8641",0,1
"8649",0,0
"8651",0,0
"8654",0,0
"8656",0,1
"8657",0,0
"8658",0,0
"8661",0,0
"8667",0,0
"8669",0,0
"8670",0,1
"8676",0,0
"8680",0,0
"8683",0,0
"8687",0,0
"8688",0,0
"8689",0,0
"8692",0,0
"8693",0,0
"8695",0,-1
"8697",0,0
"8700",0,0
"8702",1,0
"8703",0,1
"8704",0,0
"8706",0,0
"8707",0,0
"8708",-1,1
"8712",0,0
"8713",0,0
"8714",0,-1
"8716",0,0
"8717",0,0
"8719",0,0
"8720",0,0
"8721",0,0
"8722",0,0
"8723",0,0
"8724",0,0
"8726",0,0
"8727",0,0
"8728",0,0
"8729",0,0
"8731",0,0
"8733",0,0
"8734",0,1
"8736",0,0
"8737",0,0
"8739",0,0
"8742",0,0
"8743",0,0
"8744",0,0
"8745",0,0
"8746",0,0
"8747",0,1
"8748",-1,0
"8750",0,0
"8751",0,0
"8752",0,0
"8753",0,0
"8755",0,0
"8756",0,0
"8757",0,0
"8758",0,0
"8760",0,0
"8762",0,0
"8763",0,0
"8766",0,0
"8767",0,0
"8769",0,0
"8770",0,0
"8772",0,0
"8773",0,0
"8774",0,0
"8775",0,0
"8776",0,1
"8778",0,0
"8779",0,0
"8780",0,1
"8781",0,0
"8782",0,0
"8783",0,0
"8786",0,-1
"8787",0,0
"8788",0,0
"8789",0,0
"8792",0,1
"8794",0,0
"8799",0,0
"8800",0,0
"8801",0,1
"8802",0,0
"8804",0,0
"8807",0,0
"8812",0,0
"8816",0,0
"8819",0,0
"8820",0,0
"8821",0,0
"8823",0,0
"8824",0,0
"8828",0,0
"8833",0,0
"8835",0,0
"8836",0,0
"8837",0,0
"8838",0,0
"8839",0,0
"8842",0,0
"8843",0,0
"8844",0,0
"8846",0,0
"8850",0,0
"8853",0,0
"8857",0,0
"8865",0,0
"8867",0,0
"8869",0,0
"8872",0,0
"8873",0,-1
"8874",0,0
"8875",0,1
"8876",0,0
"8878",0,0
"8882",0,0
"8884",0,0
"8885",0,0
"8886",0,-1
"8888",0,0
"8892",1,0
"8895",0,1
"8898",0,0
"8903",0,0
"8906",0,0
"8907",0,0
"8909",0,0
"8910",-1,1
"8913",0,0
"8917",0,-1
"8918",0,0
"8919",0,0
"8924",0,0
"8926",0,0
"8927",0,0
"8929",0,0
"8931",0,0
"8933",0,0
"8934",0,0
"8936",0,0
"8937",0,0
"8943",0,0
"8951",0,0
"8952",0,0
"8953",0,0
"8954",0,0
"8956",0,0
"8957",0,0
"8958",0,0
"8961",0,0
"8963",0,0
"8965",0,0
"8966",0,0
"8968",0,0
"8970",0,0
"8972",0,0
"8974",0,0
"8976",0,-1
"8983",0,0
"8985",0,0
"8987",0,0
"8988",0,0
"8989",0,0
"8990",0,0
"8997",0,0
"9000",0,0
"9001",0,0
"9002",0,0
"9006",0,-1
"9010",0,0
"9011",0,0
"9012",0,1
"9015",0,0
"9019",0,0
"9025",0,-1
"9029",0,-1
"9031",0,0
"9032",0,0
"9033",0,0
"9035",0,0
"9036",0,0
"9037",-1,0
"9038",0,0
"9041",0,0
"9042",0,0
"9043",0,0
"9046",0,0
"9047",0,0
"9050",0,0
"9051",0,0
"9055",0,0
"9060",0,0
"9061",0,-1
"9063",0,0
"9064",0,-1
"9066",0,0
"9067",0,0
"9069",-1,-1
"9071",0,0
"9072",0,0
"9073",0,-1
"9075",0,0
"9080",0,0
"9081",0,0
"9083",0,0
"9085",0,0
"9086",0,0
"9087",0,0
"9091",0,0
"9093",0,1
"9095",0,0
"9096",0,0
"9099",0,0
"9100",0,0
"9101",0,0
"9106",0,0
"9107",0,0
"9108",0,0
"9114",0,0
"9115",0,0
"9117",0,0
"9118",0,0
"9123",0,0
"9124",0,0
"9125",0,0
"9127",0,0
"9128",0,-1
"9131",0,-1
"9132",0,0
"9139",0,0
"9144",0,1
"9145",0,0
"9146",0,0
"9147",0,0
"9152",0,0
"9157",0,1
"9158",1,0
"9159",0,-1
"9160",0,0
"9167",0,0
"9168",0,0
"9169",0,0
"9170",0,0
"9171",0,0
"9172",0,0
"9176",0,0
"9179",0,0
"9181",0,0
"9183",0,0
"9187",0,0
"9190",0,0
"9191",0,0
"9192",0,0
"9195",0,0
"9196",0,0
"9197",0,0
"9198",0,1
"9199",0,0
"9200",0,0
"9203",0,-1
"9204",0,0
"9208",-1,1
"9209",0,0
"9211",0,1
"9212",0,0
"9213",0,0
"9215",0,0
"9216",0,0
"9217",0,0
"9218",0,0
"9219",0,0
"9220",0,0
"9221",0,0
"9222",0,0
"9224",0,0
"9226",0,0
"9232",0,0
"9233",0,0
"9235",0,0
"9236",0,0
"9237",0,0
"9238",0,-1
"9239",0,0
"9240",0,0
"9241",0,-1
"9244",0,0
"9246",0,0
"9247",0,0
"9248",0,0
"9249",0,0
"9250",0,0
"9251",0,0
"9252",0,0
"9254",0,0
"9256",0,0
"9257",0,0
"9258",0,0
"9259",0,0
"9261",0,0
"9262",0,0
"9267",0,0
"9270",0,-1
"9271",0,0
"9272",0,0
"9273",0,0
"9274",0,0
"9277",0,0
"9278",0,1
"9279",0,0
"9280",0,0
"9281",-1,0
"9287",0,0
"9289",0,0
"9295",0,0
"9298",0,0
"9300",0,0
"9301",0,0
"9303",0,0
"9305",0,0
"9306",0,-1
"9308",0,0
"9309",-1,1
"9311",0,0
"9312",0,0
"9314",0,-1
"9315",0,0
"9318",0,-1
"9321",0,0
"9325",0,1
"9326",0,1
"9328",0,0
"9331",-1,1
"9332",0,0
"9333",0,-1
"9334",0,0
"9336",0,0
"9337",0,0
"9338",0,0
"9339",0,0
"9343",0,0
"9344",0,-1
"9345",0,0
"9347",0,0
"9354",0,0
"9355",0,0
"9356",0,0
"9357",0,0
"9358",0,0
"9359",0,0
"9360",0,0
"9363",0,0
"9365",0,0
"9376",0,0
"9379",0,0
"9380",0,0
"9383",0,0
"9386",0,0
"9387",0,0
"9389",0,0
"9391",0,0
"9393",0,1
"9395",0,0
"9396",0,0
"9398",0,0
"9399",0,0
"9400",0,0
"9401",0,0
"9402",0,0
"9403",0,0
"9404",0,0
"9406",0,0
"9407",0,0
"9408",0,0
"9409",0,0
"9411",0,0
"9412",0,0
"9413",0,0
"9414",0,0
"9415",0,-1
"9416",0,0
"9417",0,0
"9419",0,0
"9420",0,0
"9421",0,0
"9422",0,0
"9423",0,0
"9425",0,0
"9426",0,0
"9429",0,0
"9431",0,0
"9433",0,-1
"9435",0,0
"9437",0,0
"9441",0,0
"9442",0,0
"9454",0,0
"9469",0,0
"9473",0,-1
"9481",0,0
"9484",0,0
"9485",0,-1
"9487",0,-1
"9489",0,0
"9490",0,0
"9491",0,0
"9493",0,1
"9500",0,0
"9503",0,1
"9504",0,0
"9506",0,0
"9507",0,0
"9509",0,0
"9510",0,0
"9512",0,0
"9513",0,0
"9514",0,0
"9515",0,0
"9516",0,0
"9518",0,0
"9554",0,-1
"9559",0,0
"9560",0,0
"9563",0,0
"9564",0,0
"9565",0,0
"9567",0,0
"9568",0,0
"9569",0,0
"9570",0,0
"9578",0,0
"9580",0,0
"9581",0,-1
"9582",0,0
"9583",0,0
"9584",0,0
"9585",0,0
"9587",-1,1
"9588",0,1
"9589",0,-1
"9590",0,0
"9595",0,0
"9598",0,0
"9599",0,0
"9602",0,1
"9603",0,0
"9604",0,0
"9605",0,0
"9606",0,-1
"9610",0,-1
"9631",0,0
"9632",0,0
"9637",0,0
"9638",0,0
"9639",0,0
"9640",0,-1
"9643",0,0
"9644",0,-1
"9645",0,0
"9646",0,0
"9647",0,0
"9649",0,0
"9651",0,0
"9654",0,0
"9655",0,0
"9656",0,0
"9659",0,0
"9663",0,0
"9665",0,0
"9666",0,0
"9667",0,0
"9668",0,0
"9669",0,0
"9670",0,0
"9671",0,-1
"9674",0,0
"9677",0,0
"9678",0,0
"9680",0,0
"9681",0,0
"9683",0,0
"9687",0,0
"9690",0,0
"9692",0,0
"9693",0,0
"9694",0,0
"9696",0,0
"9697",0,0
"9698",0,0
"9699",0,0
"9701",0,0
"9702",0,0
"9703",0,0
"9704",0,0
"9705",0,0
"9706",0,0
"9707",0,0
"9708",0,0
"9709",0,0
"9710",0,0
"9711",0,0
"9712",0,0
"9713",0,1
"9714",-1,0
"9715",0,0
"9716",0,0
"9717",0,0
"9719",0,-1
"9720",0,0
"9721",0,0
"9722",0,0
"9723",0,0
"9724",0,0
"9725",0,-1
"9727",0,0
"9728",0,0
"9730",0,-1
"9734",0,0
"9735",0,0
"9741",0,-1
"9743",0,0
"9744",0,0
"9745",0,0
"9746",0,0
"9748",0,0
"9749",0,0
"9752",0,0
"9753",0,0
"9756",0,0
"9760",0,0
"9763",0,0
"9765",-1,0
"9769",0,0
"9770",0,0
"9773",0,0
"9776",0,-1
"9778",0,0
"9781",0,0
"9782",0,0
"9783",0,0
"9784",0,0
"9785",0,0
"9786",0,0
"9788",0,0
"9791",0,0
"9795",0,0
"9802",0,1
"9803",0,0
"9806",0,0
"9808",0,0
"9809",0,0
"9813",0,0
"9814",0,-1
"9817",0,0
"9819",0,0
"9820",0,0
"9821",0,0
"9823",0,0
"9826",0,0
"9831",0,-1
"9837",0,0
"9841",0,0
"9842",0,0
"9843",0,0
"9846",0,0
"9848",0,0
"9849",0,0
"9850",0,0
"9863",0,0
"9864",0,0
"9865",0,0
"9866",0,0
"9867",0,0
"9868",0,0
"9870",0,0
"9876",0,0
"9877",0,0
"9878",0,0
"9880",0,0
"9881",0,0
"9885",0,0
"9887",0,0
"9888",0,0
"9889",0,0
"9891",0,0
"9892",0,0
"9893",0,0
"9894",0,0
"9897",0,0
"9902",0,-1
"9903",0,0
"9904",0,0
"9905",0,-1
"9907",0,0
"9908",0,0
"9909",0,1
"9913",0,0
"9914",0,0
"9915",0,0
"9916",0,-1
"9918",0,0
"9919",0,-1
"9920",0,0
"9921",0,0
"9922",0,0
"9923",0,0
"9924",-1,0
"9926",0,0
"9928",0,0
"9929",0,0
"9932",0,0
"9934",0,0
"9935",0,0
"9939",0,0
"9942",0,0
"9943",0,0
"9944",0,0
"9951",0,0
"9953",0,0
"9954",0,0
"9957",0,0
"9959",0,0
"9960",0,0
"9961",0,0
"9963",0,0
"9965",0,0
"9968",0,-1
"9969",0,0
"9971",0,1
"9974",0,0
"9975",0,0
"9977",0,-1
"9980",0,0
"9981",0,0
"9982",0,0
"9987",0,0
"9991",0,0
"9995",0,0
"10003",0,0
"10004",0,0
"10007",0,0
"10008",0,0
"10009",0,0
"10010",0,0
"10017",0,-1
"10019",0,0
"10021",0,0
"10024",0,0
"10030",0,0
"10031",0,0
"10033",0,0
"10034",0,0
"10035",0,0
"10036",0,0
"10037",0,0
"10038",0,-1
"10039",0,0
"10041",0,0
"10043",0,0
"10045",0,0
"10046",0,0
"10047",0,0
"10048",0,0
"10049",0,0
"10054",0,0
"10058",0,0
"10060",0,0
"10063",0,0
"10064",0,0
"10066",0,0
"10067",0,0
"10068",0,0
"10069",0,0
"10070",0,1
"10071",0,0
"10073",0,1
"10074",0,0
"10076",0,0
"10077",0,0
"10078",0,0
"10079",0,0
"10081",0,0
"10084",0,0
"10085",0,0
"10087",0,0
"10088",0,0
"10090",0,0
"10091",0,0
"10094",0,0
"10095",0,0
"10097",0,-1
"10100",0,0
"10102",0,0
"10105",0,1
"10108",0,0
"10109",0,1
"10110",0,0
"10111",0,1
"10112",0,0
"10115",0,0
"10119",0,-1
"10123",0,0
"10126",0,0
"10128",0,0
"10129",0,0
"10131",-1,1
"10132",0,0
"10136",0,0
"10137",0,1
"10138",0,0
"10139",0,0
"10140",0,0
"10141",0,0
"10143",0,0
"10145",0,0
"10146",0,0
"10150",0,0
"10152",0,0
"10154",0,0
"10155",0,0
"10156",0,0
"10157",-1,1
"10158",0,0
"10159",0,0
"10161",0,0
"10163",0,0
"10166",0,0
"10170",0,0
"10171",0,0
"10173",0,0
"10174",0,0
"10175",-1,1
"10176",0,0
"10177",0,0
"10179",0,0
"10180",0,0
"10181",0,0
"10183",0,0
"10185",0,-1
"10186",0,0
"10187",-1,1
"10188",0,0
"10189",0,0
"10190",0,0
"10192",0,0
"10193",0,0
"10194",0,0
"10196",0,0
"10197",0,0
"10200",0,0
"10201",0,0
"10206",-1,0
"10208",0,0
"10209",0,0
"10210",0,0
"10212",0,0
"10214",0,0
"10215",0,0
"10217",0,0
"10218",0,0
"10219",0,0
"10220",0,0
"10221",0,0
"10222",0,0
"10224",0,0
"10228",0,0
"10231",0,0
"10233",0,0
"10235",0,0
"10236",0,0
"10237",0,0
"10245",0,0
"10247",0,1
"10249",0,-1
"10251",0,-1
"10252",1,-1
"10253",0,0
"10254",0,0
"10257",0,0
"10261",0,0
"10262",0,0
"10268",0,0
"10269",0,0
"10270",0,0
"10272",0,0
"10273",0,0
"10275",0,0
"10276",0,0
"10277",0,0
"10283",0,1
"10284",0,0
"10285",0,0
"10286",0,0
"10288",0,0
"10290",0,-1
"10292",0,0
"10294",0,0
"10295",0,0
"10298",0,0
"10300",0,0
"10301",0,0
"10303",0,-1
"10304",0,0
"10305",0,0
"10306",0,0
"10307",0,0
"10308",0,1
"10309",0,0
"10311",0,0
"10313",0,-1
"10314",0,0
"10315",0,0
"10316",0,0
"10317",0,0
"10318",0,0
"10319",0,0
"10321",0,0
"10322",0,0
"10323",0,0
"10325",0,0
"10328",0,0
"10330",0,0
"10331",0,0
"10332",0,0
"10334",0,0
"10339",0,0
"10340",0,0
"10341",0,0
"10343",0,0
"10344",0,0
"10347",0,0
"10349",0,0
"10360",0,0
"10362",0,0
"10365",0,0
"10366",0,1
"10368",0,0
"10369",0,0
"10370",0,0
"10372",0,0
"10373",0,0
"10375",0,1
"10376",0,0
"10377",0,0
"10381",0,0
"10382",0,0
"10384",0,0
"10386",0,0
"10488",0,0
"10490",0,0
"10491",0,0
"10493",0,0
"10494",0,0
"10495",0,0
"10496",0,0
"10498",0,0
"10499",0,0
"10500",0,0
"10501",0,0
"10503",0,0
"10504",0,0
"10507",0,0
"10509",0,0
"10511",0,0
"10515",0,0
"10516",0,0
"10517",-1,1
"10518",0,0
"10519",0,0
"10524",0,0
"10525",0,0
"10527",0,0
"10528",0,0
"10529",0,0
"10530",0,0
"10532",0,0
"10533",0,0
"10535",-1,1
"10536",0,0
"10539",-1,1
"10541",0,0
"10548",0,0
"10549",0,0
"10550",0,0
"10551",0,0
"10552",0,0
"10553",0,0
"10555",0,0
"10556",0,0
"10557",0,0
"10558",0,0
"10559",0,0
"10560",0,-1
"10561",0,0
"10562",0,0
"10563",0,0
"10564",0,-1
"10565",0,0
"10566",0,0
"10567",0,0
"10568",0,1
"10569",0,0
"10570",0,0
"10571",0,0
"10572",0,-1
"10573",0,0
"10576",0,0
"10579",0,-1
"10580",0,0
"10583",0,0
"10584",0,0
"10585",0,0
"10591",0,0
"10592",0,0
"10595",0,0
"10596",0,0
