##FastQC	0.11.3
>>Basic Statistics	pass
#Measure	Value
Filename	HH78-BL_S8_R1_001.bam
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	43963877
Sequences flagged as poor quality	0
Sequence length	25-76
%GC	48
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	31.42439564645311	32.0	32.0	32.0	32.0	32.0
2	31.521908998153187	32.0	32.0	32.0	32.0	32.0
3	31.548478356447045	32.0	32.0	32.0	32.0	32.0
4	31.56862689794169	32.0	32.0	32.0	32.0	32.0
5	31.599733845129265	32.0	32.0	32.0	32.0	32.0
6	35.15845781753961	36.0	36.0	36.0	36.0	36.0
7	35.17347214396037	36.0	36.0	36.0	36.0	36.0
8	35.13395256291887	36.0	36.0	36.0	36.0	36.0
9	35.13786955140467	36.0	36.0	36.0	36.0	36.0
10-11	35.136199976175895	36.0	36.0	36.0	36.0	36.0
12-13	35.157551255090624	36.0	36.0	36.0	36.0	36.0
14-15	35.13719587333028	36.0	36.0	36.0	36.0	36.0
16-17	35.12917837068828	36.0	36.0	36.0	36.0	36.0
18-19	35.114751299117685	36.0	36.0	36.0	36.0	36.0
20-21	35.09763743083896	36.0	36.0	36.0	36.0	36.0
22-23	35.06346870864005	36.0	36.0	36.0	36.0	36.0
24-25	35.0306055810319	36.0	36.0	36.0	36.0	36.0
26-27	34.95731421462682	36.0	36.0	36.0	36.0	36.0
28-29	34.92360758912855	36.0	36.0	36.0	36.0	36.0
30-31	34.88252040677841	36.0	36.0	36.0	36.0	36.0
32-33	34.855005926889355	36.0	36.0	36.0	36.0	36.0
34-35	34.82627661130208	36.0	36.0	36.0	34.0	36.0
36-37	34.79468092695839	36.0	36.0	36.0	32.0	36.0
38-39	34.763310272132756	36.0	36.0	36.0	32.0	36.0
40-41	34.7355127295757	36.0	36.0	36.0	32.0	36.0
42-43	34.71248064172544	36.0	36.0	36.0	32.0	36.0
44-45	34.67924692572639	36.0	36.0	36.0	32.0	36.0
46-47	34.6396946214377	36.0	36.0	36.0	32.0	36.0
48-49	34.59073767573125	36.0	36.0	36.0	32.0	36.0
50-51	34.546757829852126	36.0	36.0	36.0	32.0	36.0
52-53	34.49793271322592	36.0	36.0	36.0	32.0	36.0
54-55	34.449944674166716	36.0	36.0	36.0	32.0	36.0
56-57	34.378525293860235	36.0	36.0	36.0	32.0	36.0
58-59	34.314338255285335	36.0	36.0	36.0	32.0	36.0
60-61	34.254032483941586	36.0	36.0	36.0	32.0	36.0
62-63	34.19265982481427	36.0	36.0	36.0	32.0	36.0
64-65	34.13540423540819	36.0	36.0	36.0	32.0	36.0
66-67	34.07423611444849	36.0	36.0	36.0	32.0	36.0
68-69	34.02355132709452	36.0	36.0	36.0	32.0	36.0
70-71	33.97018662945649	36.0	36.0	36.0	32.0	36.0
72-73	33.91921585186276	36.0	36.0	36.0	32.0	36.0
74-75	33.849868124171536	36.0	36.0	36.0	29.5	36.0
76	32.40933612145338	36.0	32.0	36.0	14.0	36.0
>>END_MODULE
>>Per tile sequence quality	pass
#Tile	Base	Mean
11101	1	0.08091749764897216
11101	2	0.01737485746865275
11101	3	0.05980730641350007
11101	4	0.05197981173858324
11101	5	0.06066225584226004
11101	6	0.09026424512418174
11101	7	0.13032601657668152
11101	8	0.047665085075358604
11101	9	0.13261000363267073
11101	10-11	0.06372633326851229
11101	12-13	0.07978922498229224
11101	14-15	0.11512280315545098
11101	16-17	0.11681900056419892
11101	18-19	0.11399249718236604
11101	20-21	0.12487759535933662
11101	22-23	0.11730966269112741
11101	24-25	0.122708835902408
11101	26-27	0.07274143173416547
11101	28-29	0.07070459940869966
11101	30-31	0.10859298931323735
11101	32-33	0.15345436206241914
11101	34-35	0.14613892084501856
11101	36-37	0.15435269237705285
11101	38-39	0.14285551376322303
11101	40-41	0.09676588975487022
11101	42-43	0.14149077985718606
11101	44-45	0.19825641295248175
11101	46-47	0.1689971518473783
11101	48-49	0.20310100135555587
11101	50-51	0.20714740135802856
11101	52-53	0.22538940511596195
11101	54-55	0.10563995641087587
11101	56-57	0.17857790992720624
11101	58-59	0.21272325274814108
11101	60-61	0.2210087532130416
11101	62-63	0.2708745442565075
11101	64-65	0.178915642110006
11101	66-67	0.32057511150124895
11101	68-69	0.35714262153633314
11101	70-71	0.2718988214443101
11101	72-73	0.2716639101967715
11101	74-75	0.33146378977998836
11101	76	0.47283539369382055
11102	1	0.06913571882174097
11102	2	0.020725934291515813
11102	3	0.0424789907897285
11102	4	0.032059097656429
11102	5	0.10141121430281785
11102	6	0.02796780332147364
11102	7	-0.0022539817948512564
11102	8	0.06676732557257736
11102	9	0.009770689080973227
11102	10-11	0.0391706414420554
11102	12-13	0.04609249785883662
11102	14-15	0.061964852172259555
11102	16-17	0.04874235411764971
11102	18-19	0.041740575253719214
11102	20-21	0.03986723933605418
11102	22-23	0.041249294115083046
11102	24-25	0.09353428135559483
11102	26-27	0.06138193229617883
11102	28-29	0.09866724625440071
11102	30-31	0.12579078038359626
11102	32-33	0.0229660881044893
11102	34-35	0.05941420465386216
11102	36-37	0.03764987600535363
11102	38-39	0.08760552431844104
11102	40-41	0.13885734314237652
11102	42-43	0.140914603600109
11102	44-45	0.1054873920274062
11102	46-47	0.08611879309975734
11102	48-49	0.10775657646957626
11102	50-51	0.07715309454628994
11102	52-53	0.04148466876500834
11102	54-55	0.21155892746529048
11102	56-57	0.04944801682842126
11102	58-59	0.13562562973815773
11102	60-61	0.15071788537394326
11102	62-63	0.0807260602008526
11102	64-65	0.08544357955404536
11102	66-67	0.08554145795322654
11102	68-69	0.15758219248355942
11102	70-71	0.16761286416335253
11102	72-73	0.10980624118627702
11102	74-75	0.14951024867380625
11102	76	0.2540592829797106
11103	1	0.06356509081960482
11103	2	0.04239628684873509
11103	3	0.04021627063317368
11103	4	0.05747786287798107
11103	5	-7.813026747740537E-4
11103	6	0.04908021122533057
11103	7	0.07337642818251311
11103	8	0.10557239155053111
11103	9	0.08523220500953954
11103	10-11	0.06890954772944013
11103	12-13	0.0745217755367591
11103	14-15	0.049743786157499414
11103	16-17	0.1135502788334648
11103	18-19	0.08304456383716996
11103	20-21	0.08305229736966169
11103	22-23	0.06832870384092615
